0.000000000000000000e+00 5.000000000000000000e+05 1.000000000000000000e+06 2.000000000000000000e+06 3.000000000000000000e+06 4.000000000000000000e+06 5.000000000000000000e+06 6.000000000000000000e+06 7.000000000000000000e+06 8.000000000000000000e+06 9.000000000000000000e+06 1.000000000000000000e+07 1.200000000000000000e+07 1.400000000000000000e+07 1.600000000000000000e+07 1.800000000000000000e+07 2.000000000000000000e+07 1.000000000000000000e+08
-8.000000000000000000e+02 8.100259215794314294e-02 6.561419936306070629e-03 4.305223158055476154e-05 2.824837705951178740e-07 1.853494644065716961e-09 1.216155670940932027e-11 7.979708064963516606e-14 5.235821558335396464e-16 3.435442395580298789e-18 2.254138022439181990e-20 1.479034615961788550e-22 6.367574080204379807e-27 2.741382739072969818e-31 1.180226445335050314e-35 5.081138224206026253e-40 2.187543395213235448e-44 5.009373169140809234e-219
-7.750000000000000000e+02 8.762102428942052101e-02 7.677443897527220888e-03 5.894314479967795948e-05 4.525326873433504656e-07 3.474294318875803041e-09 2.667369971666645499e-11 2.047858331141946116e-13 1.572231744742602567e-15 1.207072101417268021e-17 9.267228338901371227e-20 7.114862565748921003e-22 4.193723744427476326e-26 2.471912659176368339e-30 1.457023058019899437e-34 8.588152108533665798e-39 5.062126932949531507e-43 3.324031682280640635e-212
-7.500000000000000000e+02 9.478022484215485599e-02 8.983291021129428955e-03 8.069951757030462906e-05 7.249472515987941896e-07 6.512412136079905746e-09 5.850289346794084280e-11 5.255485176006454337e-13 4.721155279329751870e-15 4.241151183016083856e-17 3.809949534164091071e-19 3.422588544121234766e-21 2.762012443522359267e-25 2.228930717154318534e-29 1.798736335719872613e-33 1.451571545287717400e-37 1.171411234234991447e-41 2.205702440551051337e-205
-7.249999999999998863e+02 1.025243780700026419e-01 1.051124809864083763e-02 1.104863365911806262e-04 1.161349295419836953e-06 1.220723057333965828e-08 1.283132291536861160e-10 1.348732185972151667e-12 1.417685862537550492e-14 1.490164782706784964e-16 1.566349173888814696e-18 1.646428477584636302e-20 1.819078509477218642e-24 2.009833204838838408e-28 2.220591079619559764e-32 2.453449734542172411e-36 2.710726731801663220e-40 1.463621204992674374e-198
-7.000000000000000000e+02 1.109012783641952354e-01 1.229909354281271718e-02 1.512677019748574878e-04 1.860455616595088242e-06 2.288191766075430128e-08 2.814268457485555303e-10 3.461295101320209946e-12 4.257079223041668230e-14 5.235821558335396464e-16 6.439585911944271877e-18 7.920106950798126050e-20 1.198056377842328157e-23 1.812272351125305313e-27 2.741382739072969818e-31 4.146826671731114171e-35 6.272809411208078439e-39 9.712039993794009146e-192
-6.750000000000000000e+02 1.199626252247540797e-01 1.439103145081480420e-02 2.071017862183408735e-04 2.980408318988064970e-06 4.289114985482736552e-08 6.172478865224298480e-10 8.882833747893263240e-12 1.278331398382912255e-13 1.839650735869257360e-15 2.647447159840920196e-17 3.809949534164064108e-19 7.890473539271148193e-23 1.634131164091611688e-26 3.384314829984300654e-30 7.008976464149754479e-34 1.451571545287696936e-37 6.444544566537697296e-185
-6.499999999999998863e+02 1.297643423329644385e-01 1.683878454110678338e-02 2.835446648218167874e-04 4.774547518714908921e-06 8.039757694891643937e-08 1.353797475869853661e-09 2.279630400846669803e-11 3.838620515321399522e-13 6.463770379256940008e-15 1.088420367394954026e-16 1.832767605671586824e-18 5.196714764464347852e-22 1.473500746064632806e-25 4.178032751575940818e-29 1.184658896160166746e-32 3.359037096399161960e-36 4.276357459054360408e-178
-6.250000000000000000e+02 1.403669226941202108e-01 1.970287298661712108e-02 3.882032039267666913e-04 7.648718419966906888e-06 1.507017275390068326e-07 2.969256996564821917e-09 5.850289346794104959e-11 1.152675079348437464e-12 2.271101068324104736e-14 4.474721588896038837e-16 8.816487111649147374e-18 3.422588544121259593e-21 1.328659838550926739e-24 5.157900062542889329e-28 2.002313329813228992e-31 7.773044498987550795e-35 2.837630018506267156e-171
-6.000000000000000000e+02 1.518358019806489434e-01 2.305411076310683385e-02 5.314920230775983714e-04 1.225307596973866950e-05 2.824837705951183504e-07 6.512412136079905746e-09 1.501378707201872394e-10 3.461295101320209946e-12 7.979708064963545636e-14 1.839650735869257360e-15 4.241151183016083856e-17 2.254138022439166041e-20 1.198056377842328157e-23 6.367574080204425007e-27 3.384314829984300654e-30 1.798736335719872613e-33 1.882944585204999881e-164
-5.750000000000000000e+02 1.642417623797670923e-01 2.697535650961187595e-02 7.276698588206596775e-04 1.962915386298621969e-05 5.295034234360788185e-07 1.428354362024816460e-08 3.853036813767868199e-10 1.039370416960473467e-11 2.803738754305274263e-13 7.563185245719993157e-15 2.040196183515320386e-16 1.484589268825044689e-19 1.080290863652588662e-22 7.860951002393291086e-26 5.720177106107659168e-29 4.162400467230478743e-32 1.249451227901577045e-157
-5.500000000000000000e+02 1.776613694380842767e-01 3.156356219061547119e-02 9.962584581608504870e-04 3.144546580208668887e-05 9.925309154570350942e-07 3.132781127613657593e-08 9.888173195102031541e-10 3.121059695951793289e-11 9.851176181379802381e-13 3.109382120516906141e-14 9.814317593532300359e-16 9.777596913633432904e-19 9.741013625694699792e-22 9.704567215658473630e-25 9.668257171390213155e-28 9.632082982671765528e-31 8.290888553869977346e-151
-5.250000000000000000e+02 1.921774445992171509e-01 3.693217021268518224e-02 1.363985196618750428e-03 5.037493344910653299e-05 1.860455616595091418e-06 6.871066350523586394e-08 2.537633920001912175e-09 9.372032787099403210e-11 3.461295101320222063e-12 1.278331398382916799e-13 4.721155279329751870e-15 6.439585911944271877e-18 8.783499856246620463e-21 1.198056377842336679e-23 1.634131164091623168e-26 2.228930717154318534e-29 5.501521906392249364e-144
-5.000000000000000000e+02 2.078795763507619576e-01 4.321391826377227185e-02 1.867442731707990829e-03 8.069951757030462906e-05 3.487342356209003224e-06 1.507017275390065415e-07 6.512412136079905746e-09 2.814268457485555303e-10 1.216155670940936389e-11 5.255485176006473522e-13 2.271101068324096531e-14 4.241151183016083856e-17 7.920106950798126050e-20 1.479034615961799129e-22 2.762012443522379012e-25 5.157900062542852559e-28 3.650603079495750862e-137
